order_id,customer_id,order_date,order_status,shipping_city,shipping_state,shipping_region,shipping_cost,delivery_date,payment_id
209215,16364,1/9/2024,Delivered,Mumbai,Maharashtra,West,71.24,1/13/2024,309215
209216,12176,8/29/2025,Delivered,New Delhi,Delhi,North,237.55,9/4/2025,309216
209217,11335,11/16/2025,Delivered,Gurugram,Haryana,North,57.43,11/18/2025,309217
209218,11095,9/28/2025,Shipped,Ahmedabad,Gujarat,West,167.44,9/30/2025,309218
209219,10803,7/17/2025,Delivered,Kochi,Kerala,South,124.84,7/24/2025,309219
209220,12303,7/19/2025,Delivered,Hyderabad,Telangana,South,279.73,7/23/2025,309220
209221,15795,5/1/2024,Delivered,Lucknow,Uttar Pradesh,North,193.63,5/6/2024,309221
209222,12264,9/6/2025,Shipped,Kolkata,West Bengal,East,279.25,9/7/2025,309222
209223,16744,3/14/2025,Delivered,Kolkata,West Bengal,East,221.29,3/19/2025,309223
209224,12668,10/9/2025,Delivered,Kolkata,West Bengal,East,159.35,10/10/2025,309224
209225,15709,6/29/2025,Delivered,Kolkata,West Bengal,East,258.96,7/4/2025,309225
209226,11675,11/25/2025,Delivered,Patna,Bihar,East,155.4,11/27/2025,309226
209227,10888,3/9/2025,Delivered,Mumbai,Maharashtra,West,274.31,3/16/2025,309227
209228,11926,6/12/2025,Shipped,Kolkata,West Bengal,East,80.17,6/17/2025,309228
209229,15033,8/9/2025,Delivered,Kolkata,West Bengal,East,164.86,8/14/2025,309229
209230,15384,11/9/2025,Delivered,Mumbai,Maharashtra,West,250.26,11/14/2025,309230
209231,14986,10/23/2025,Shipped,Bengaluru,Karnataka,South,190.32,10/29/2025,309231
209232,13364,4/14/2023,Delivered,Ahmedabad,Gujarat,West,235.17,4/21/2023,309232
209233,14472,2/2/2024,Delivered,Bengaluru,Karnataka,South,183.15,2/3/2024,309233
209234,17536,6/5/2025,Delivered,Gurugram,Haryana,North,158.94,6/6/2025,309234
209235,10568,5/23/2025,Delivered,Kolkata,West Bengal,East,233.14,5/29/2025,309235
209236,10646,7/2/2024,Delivered,Bhubaneswar,Odisha,East,167.1,7/7/2024,309236
209237,13937,9/19/2025,Processing,Chennai,Tamil Nadu,South,208.57,,309237
209238,16487,11/18/2025,Delivered,Bengaluru,Karnataka,South,58.74,11/24/2025,309238
209239,17092,1/26/2025,Shipped,New Delhi,Delhi,North,110.3,2/2/2025,309239
209240,15923,12/29/2025,Delivered,Lucknow,Uttar Pradesh,North,267.31,1/4/2026,309240
209241,11760,12/1/2024,Shipped,Ludhiana,Punjab,North,148.06,12/8/2024,309241
209242,16156,4/14/2025,Shipped,Kolkata,West Bengal,East,196.33,4/19/2025,309242
209243,11735,7/27/2025,Delivered,Kochi,Kerala,South,110.02,8/2/2025,309243
209244,10120,11/1/2025,Delivered,Ahmedabad,Gujarat,West,51.57,11/7/2025,309244
209245,11200,8/21/2024,Delivered,Lucknow,Uttar Pradesh,North,137.93,8/22/2024,309245
209246,17748,5/9/2024,Cancelled,Ahmedabad,Gujarat,West,88.58,,309246
209247,15777,12/23/2023,Delivered,Lucknow,Uttar Pradesh,North,143.87,12/27/2023,309247
209248,11161,10/28/2025,Delivered,Kolkata,West Bengal,East,134.37,11/3/2025,309248
209249,12470,12/22/2024,Delivered,Bengaluru,Karnataka,South,184.05,12/26/2024,309249
209250,17135,11/14/2025,Delivered,Bengaluru,Karnataka,South,219.82,11/16/2025,309250
209251,15777,10/19/2025,Delivered,Lucknow,Uttar Pradesh,North,135.17,10/24/2025,309251
209252,11945,11/20/2025,Delivered,Bhubaneswar,Odisha,East,229.65,11/27/2025,309252
209253,17825,12/18/2024,Shipped,Bhopal,Madhya Pradesh,Central,65.23,12/21/2024,309253
209254,14676,10/6/2025,Delivered,Mumbai,Maharashtra,West,100.75,10/12/2025,309254
209255,14399,12/10/2025,Shipped,Mumbai,Maharashtra,West,237.99,12/15/2025,309255
209256,14715,1/31/2024,Delivered,New Delhi,Delhi,North,233.75,2/4/2024,309256
209257,15944,9/5/2025,Processing,Patna,Bihar,East,144.16,,309257
209258,12102,9/23/2025,Delivered,Mumbai,Maharashtra,West,269.34,9/28/2025,309258
209259,10191,3/16/2024,Delivered,Gurugram,Haryana,North,261.92,3/20/2024,309259
209260,15263,12/16/2025,Delivered,Mumbai,Maharashtra,West,234.91,12/21/2025,309260
209261,13800,11/24/2025,Delivered,Bengaluru,Karnataka,South,112.13,11/28/2025,309261
209262,16562,9/28/2023,Shipped,Chennai,Tamil Nadu,South,114.65,10/1/2023,309262
209263,17454,6/3/2025,Delivered,Ahmedabad,Gujarat,West,174,6/5/2025,309263
209264,14917,11/29/2025,Delivered,Lucknow,Uttar Pradesh,North,103.08,12/4/2025,309264
209265,14799,3/8/2025,Delivered,Bhubaneswar,Odisha,East,243.92,3/13/2025,309265
209266,15141,1/13/2025,Delivered,Ahmedabad,Gujarat,West,146.61,1/18/2025,309266
209267,10603,9/17/2023,Shipped,Ludhiana,Punjab,North,135.52,9/22/2023,309267
209268,12904,1/22/2025,Delivered,Bhopal,Madhya Pradesh,Central,215.37,1/27/2025,309268
209269,15333,9/17/2024,Delivered,Bengaluru,Karnataka,South,174.37,9/23/2024,309269
209270,14227,4/27/2025,Delivered,Ahmedabad,Gujarat,West,91.39,5/1/2025,309270
209271,16375,6/28/2025,Delivered,Bengaluru,Karnataka,South,110.62,7/1/2025,309271
209272,10928,11/3/2025,Shipped,Bhubaneswar,Odisha,East,232.25,11/9/2025,309272
209273,15144,8/16/2024,Shipped,Ludhiana,Punjab,North,49.79,8/22/2024,309273
209274,16763,11/25/2024,Shipped,Ludhiana,Punjab,North,274.25,12/1/2024,309274
209275,15375,11/25/2025,Delivered,Jaipur,Rajasthan,North,175.64,11/30/2025,309275
209276,10589,11/16/2025,Delivered,Mumbai,Maharashtra,West,249.05,11/25/2025,309276
209277,15371,10/24/2024,Delivered,Mumbai,Maharashtra,West,242.87,10/26/2024,309277
209278,16869,9/22/2025,Delivered,Ahmedabad,Gujarat,West,208.26,9/26/2025,309278
209279,11171,11/9/2024,Delivered,Chennai,Tamil Nadu,South,245.28,11/13/2024,309279
209280,14973,6/5/2023,Delivered,Bengaluru,Karnataka,South,88.49,6/11/2023,309280
209281,13889,6/1/2024,Delivered,Ludhiana,Punjab,North,218.39,6/7/2024,309281
209282,11786,10/3/2025,Delivered,Bhubaneswar,Odisha,East,194.54,10/13/2025,309282
209283,13529,12/31/2025,Delivered,Bhubaneswar,Odisha,East,252.9,1/9/2026,309283
209284,13371,11/7/2025,Delivered,Kochi,Kerala,South,280.66,11/14/2025,309284
209285,14584,5/21/2025,Delivered,Bhopal,Madhya Pradesh,Central,122.38,5/28/2025,309285
209286,16056,9/22/2025,Shipped,Kolkata,West Bengal,East,131.16,9/26/2025,309286
209287,10769,4/25/2025,Delivered,Kolkata,West Bengal,East,189.92,4/27/2025,309287
209288,11595,11/15/2024,Delivered,Bhubaneswar,Odisha,East,197.84,11/25/2024,309288
209289,15189,10/20/2024,Delivered,Kochi,Kerala,South,239.75,10/26/2024,309289
209290,10952,12/6/2024,Delivered,Bengaluru,Karnataka,South,111.93,12/9/2024,309290
209291,15330,6/1/2025,Delivered,Chennai,Tamil Nadu,South,157.6,6/9/2025,309291
209292,15326,12/25/2025,Delivered,Mumbai,Maharashtra,West,276.57,12/31/2025,309292
209293,12694,6/28/2024,Delivered,Bhopal,Madhya Pradesh,Central,179.13,7/4/2024,309293
209294,17914,3/31/2025,Delivered,Kochi,Kerala,South,238.1,4/4/2025,309294
209295,13799,11/24/2025,Shipped,Chennai,Tamil Nadu,South,174.46,12/1/2025,309295
209296,17696,2/22/2025,Delivered,Ahmedabad,Gujarat,West,186.96,2/24/2025,309296
209297,11386,2/4/2024,Delivered,Kolkata,West Bengal,East,173.13,2/12/2024,309297
209298,17491,2/1/2025,Delivered,Gurugram,Haryana,North,114.7,2/4/2025,309298
209299,14629,4/15/2024,Delivered,Mumbai,Maharashtra,West,114.27,4/17/2024,309299
209300,17930,1/31/2024,Delivered,Jaipur,Rajasthan,North,319.38,2/9/2024,309300
209301,14819,4/26/2025,Delivered,New Delhi,Delhi,North,103.33,4/27/2025,309301
209302,17460,12/21/2025,Delivered,Jaipur,Rajasthan,North,184.72,12/28/2025,309302
209303,12796,9/25/2025,Shipped,New Delhi,Delhi,North,71.13,9/28/2025,309303
209304,15106,12/2/2025,Delivered,Hyderabad,Telangana,South,228.16,12/10/2025,309304
209305,10262,5/25/2025,Delivered,Bhubaneswar,Odisha,East,236.91,5/31/2025,309305
209306,14689,2/3/2025,Shipped,Bhubaneswar,Odisha,East,161.31,2/9/2025,309306
209307,13000,5/3/2025,Delivered,Kolkata,West Bengal,East,194.32,5/4/2025,309307
209308,16658,9/13/2025,Delivered,Gurugram,Haryana,North,159.83,9/18/2025,309308
209309,13980,12/3/2024,Delivered,Jaipur,Rajasthan,North,216.02,12/12/2024,309309
209310,14193,4/15/2025,Delivered,New Delhi,Delhi,North,140.08,4/24/2025,309310
209311,17873,7/3/2025,Delivered,Bengaluru,Karnataka,South,264.82,7/10/2025,309311
209312,17195,10/22/2025,Delivered,Patna,Bihar,East,97.97,11/2/2025,309312
209313,17462,7/16/2025,Delivered,New Delhi,Delhi,North,95.67,7/21/2025,309313
209314,11325,9/30/2025,Delivered,Bengaluru,Karnataka,South,53.06,10/4/2025,309314
209315,17109,12/2/2025,Cancelled,Bengaluru,Karnataka,South,266.48,,309315
209316,13410,7/15/2025,Delivered,Kolkata,West Bengal,East,102.43,7/17/2025,309316
209317,16878,8/24/2025,Delivered,Bengaluru,Karnataka,South,58.58,8/30/2025,309317
209318,14078,10/15/2024,Delivered,New Delhi,Delhi,North,256.81,10/21/2024,309318
209319,15413,8/13/2025,Delivered,Bengaluru,Karnataka,South,270.3,8/18/2025,309319
209320,12018,9/25/2025,Delivered,Kolkata,West Bengal,East,225.29,10/1/2025,309320
209321,11534,9/12/2025,Delivered,Lucknow,Uttar Pradesh,North,195.58,9/14/2025,309321
209322,14458,7/24/2024,Processing,Ahmedabad,Gujarat,West,106.56,,309322
209323,11119,11/7/2025,Shipped,Bengaluru,Karnataka,South,111.12,11/13/2025,309323
209324,15019,3/23/2025,Delivered,Ahmedabad,Gujarat,West,138.94,3/25/2025,309324
209325,10268,11/25/2025,Delivered,Mumbai,Maharashtra,West,177.21,11/28/2025,309325
209326,11580,12/31/2025,Delivered,Kochi,Kerala,South,183.56,1/8/2026,309326
209327,12176,11/2/2025,Delivered,New Delhi,Delhi,North,240.59,11/5/2025,309327
209328,11315,12/31/2025,Delivered,Kolkata,West Bengal,East,159.77,1/4/2026,309328
209329,10927,10/5/2025,Delivered,Mumbai,Maharashtra,West,208.57,10/7/2025,309329
209330,16197,8/20/2024,Delivered,Patna,Bihar,East,164.05,8/24/2024,309330
209331,13333,9/17/2024,Delivered,Kolkata,West Bengal,East,131.89,9/27/2024,309331
209332,12059,11/18/2025,Delivered,Mumbai,Maharashtra,West,235.2,11/21/2025,309332
209333,12424,12/8/2024,Delivered,Kolkata,West Bengal,East,183.93,12/13/2024,309333
209334,16434,8/16/2025,Delivered,Ludhiana,Punjab,North,155.44,8/21/2025,309334
209335,11790,4/21/2024,Delivered,Kolkata,West Bengal,East,61.57,4/24/2024,309335
209336,16177,5/28/2025,Delivered,Lucknow,Uttar Pradesh,North,261.39,6/3/2025,309336
209337,15913,8/27/2025,Delivered,New Delhi,Delhi,North,180.67,8/28/2025,309337
209338,10512,7/26/2025,Delivered,Bhubaneswar,Odisha,East,260.5,8/5/2025,309338
209339,17314,10/12/2025,Delivered,Ahmedabad,Gujarat,West,131.4,10/15/2025,309339
209340,14521,2/10/2025,Delivered,Kolkata,West Bengal,East,214.26,2/12/2025,309340
209341,16753,10/29/2025,Delivered,Lucknow,Uttar Pradesh,North,146.02,11/1/2025,309341
209342,12520,6/26/2025,Delivered,Mumbai,Maharashtra,West,102.53,6/28/2025,309342
209343,15596,4/29/2024,Delivered,Ahmedabad,Gujarat,West,195,5/3/2024,309343
209344,14853,5/11/2025,Delivered,Patna,Bihar,East,247.62,5/18/2025,309344
209345,12138,1/3/2025,Delivered,Lucknow,Uttar Pradesh,North,80.62,1/6/2025,309345
209346,16874,11/30/2024,Delivered,Chennai,Tamil Nadu,South,175.63,12/4/2024,309346
209347,16578,9/12/2024,Delivered,Lucknow,Uttar Pradesh,North,259.26,9/19/2024,309347
209348,15442,8/18/2025,Delivered,Patna,Bihar,East,193.89,8/24/2025,309348
209349,16993,11/29/2025,Delivered,Ludhiana,Punjab,North,168.58,12/5/2025,309349
209350,11744,11/13/2025,Delivered,Gurugram,Haryana,North,88.75,11/14/2025,309350
209351,15753,8/21/2024,Delivered,Lucknow,Uttar Pradesh,North,213.54,8/26/2024,309351
209352,12283,5/28/2025,Delivered,Bengaluru,Karnataka,South,93.74,6/1/2025,309352
209353,17523,10/19/2025,Delivered,Hyderabad,Telangana,South,191.57,10/23/2025,309353
209354,14524,11/13/2025,Delivered,Bhubaneswar,Odisha,East,301.48,11/16/2025,309354
209355,16857,4/2/2025,Delivered,Mumbai,Maharashtra,West,154.64,4/7/2025,309355
209356,11393,2/18/2024,Delivered,Kolkata,West Bengal,East,113.42,2/23/2024,309356
209357,12520,7/13/2025,Delivered,Mumbai,Maharashtra,West,246.37,7/19/2025,309357
209358,16190,11/6/2024,Delivered,Ahmedabad,Gujarat,West,84.04,11/13/2024,309358
209359,12861,10/1/2024,Processing,Chennai,Tamil Nadu,South,121.92,,309359
209360,10715,11/27/2025,Delivered,Patna,Bihar,East,97.31,12/3/2025,309360
209361,15329,8/15/2024,Delivered,Hyderabad,Telangana,South,147.29,8/18/2024,309361
209362,10861,6/7/2025,Delivered,Lucknow,Uttar Pradesh,North,62.4,6/15/2025,309362
209363,14444,9/13/2025,Delivered,Ludhiana,Punjab,North,126.35,9/17/2025,309363
209364,16735,9/14/2024,Delivered,Kolkata,West Bengal,East,195.51,9/21/2024,309364
209365,14692,10/3/2025,Delivered,Bengaluru,Karnataka,South,200.45,10/6/2025,309365
209366,14013,8/28/2025,Delivered,Ludhiana,Punjab,North,253.54,9/1/2025,309366
209367,11821,9/15/2025,Delivered,Ludhiana,Punjab,North,250.93,9/16/2025,309367
209368,11281,9/14/2025,Delivered,Chennai,Tamil Nadu,South,227.53,9/20/2025,309368
209369,10146,12/19/2025,Delivered,Bengaluru,Karnataka,South,126.38,12/20/2025,309369
209370,16472,6/28/2025,Delivered,Ahmedabad,Gujarat,West,52.59,7/2/2025,309370
209371,10249,11/17/2025,Delivered,Chennai,Tamil Nadu,South,145.71,11/23/2025,309371
209372,16929,2/28/2025,Delivered,Bengaluru,Karnataka,South,145.14,3/5/2025,309372
209373,13167,2/10/2025,Shipped,Kolkata,West Bengal,East,65.38,2/11/2025,309373
209374,17341,5/16/2025,Delivered,New Delhi,Delhi,North,47.88,5/20/2025,309374
209375,11214,5/26/2024,Delivered,Chennai,Tamil Nadu,South,153.4,6/2/2024,309375
209376,16552,8/28/2024,Delivered,Bengaluru,Karnataka,South,257.81,9/3/2024,309376
209377,16974,10/31/2025,Delivered,Gurugram,Haryana,North,172.98,11/4/2025,309377
209378,13327,11/5/2024,Delivered,Chennai,Tamil Nadu,South,117.73,11/7/2024,309378
209379,17872,4/6/2025,Delivered,Kolkata,West Bengal,East,128.87,4/11/2025,309379
209380,11673,11/10/2025,Delivered,Lucknow,Uttar Pradesh,North,270.73,11/14/2025,309380
209381,10868,12/25/2024,Delivered,Patna,Bihar,East,301.71,12/30/2024,309381
209382,17770,12/20/2025,Delivered,Jaipur,Rajasthan,North,346.35,12/25/2025,309382
209383,12067,12/7/2024,Delivered,New Delhi,Delhi,North,268.23,12/13/2024,309383
209384,10232,12/7/2025,Delivered,Chennai,Tamil Nadu,South,190.22,12/10/2025,309384
209385,13140,8/21/2025,Delivered,Chennai,Tamil Nadu,South,132.62,8/25/2025,309385
209386,17939,5/4/2024,Delivered,Mumbai,Maharashtra,West,92.82,5/8/2024,309386
209387,16776,10/4/2025,Delivered,Chennai,Tamil Nadu,South,257.42,10/6/2025,309387
209388,10769,2/8/2025,Delivered,Kolkata,West Bengal,East,168.62,2/12/2025,309388
209389,12872,1/9/2025,Delivered,Hyderabad,Telangana,South,213.02,1/14/2025,309389
209390,14289,1/9/2025,Delivered,Bhopal,Madhya Pradesh,Central,149.88,1/14/2025,309390
209391,16453,11/10/2025,Delivered,Hyderabad,Telangana,South,53.9,11/17/2025,309391
209392,11502,3/9/2025,Delivered,Gurugram,Haryana,North,217.4,3/14/2025,309392
209393,10723,6/17/2025,Delivered,Kolkata,West Bengal,East,219.46,6/19/2025,309393
209394,15947,12/12/2025,Delivered,Kolkata,West Bengal,East,248.11,12/18/2025,309394
209395,10171,12/15/2025,Delivered,Bengaluru,Karnataka,South,253.21,12/18/2025,309395
209396,14137,3/10/2025,Delivered,New Delhi,Delhi,North,86.52,3/13/2025,309396
209397,15723,4/25/2025,Delivered,Kolkata,West Bengal,East,261.12,5/3/2025,309397
209398,15416,11/20/2024,Delivered,Hyderabad,Telangana,South,256.76,11/25/2024,309398
209399,14081,12/26/2025,Delivered,Chennai,Tamil Nadu,South,187.69,12/30/2025,309399
209400,16350,10/26/2024,Delivered,Jaipur,Rajasthan,North,97.57,11/1/2024,309400
209401,14751,10/16/2025,Delivered,Mumbai,Maharashtra,West,270.38,10/22/2025,309401
209402,16658,12/30/2025,Delivered,Gurugram,Haryana,North,212.61,1/6/2026,309402
209403,14667,3/28/2025,Delivered,Patna,Bihar,East,111.99,4/5/2025,309403
209404,13452,10/28/2025,Delivered,New Delhi,Delhi,North,228.62,11/3/2025,309404
209405,14818,12/17/2024,Delivered,New Delhi,Delhi,North,164.79,12/22/2024,309405
209406,13395,2/4/2025,Delivered,Lucknow,Uttar Pradesh,North,252.76,2/5/2025,309406
209407,11654,9/15/2025,Delivered,Mumbai,Maharashtra,West,81.18,9/19/2025,309407
209408,13777,9/3/2025,Delivered,Lucknow,Uttar Pradesh,North,165.63,9/9/2025,309408
209409,17573,9/22/2024,Processing,Kolkata,West Bengal,East,251.66,,309409
209410,14729,12/9/2025,Delivered,Ahmedabad,Gujarat,West,195.54,12/12/2025,309410
209411,15908,10/18/2025,Delivered,Ahmedabad,Gujarat,West,137.77,10/22/2025,309411
209412,15330,2/5/2025,Delivered,Chennai,Tamil Nadu,South,105.46,2/7/2025,309412
209413,13677,7/7/2023,Delivered,Bengaluru,Karnataka,South,216.43,7/8/2023,309413
209414,13240,3/4/2025,Delivered,Bengaluru,Karnataka,South,137.36,3/8/2025,309414
209415,11565,9/10/2024,Shipped,Patna,Bihar,East,240.58,9/17/2024,309415
209416,10124,1/19/2025,Shipped,Chennai,Tamil Nadu,South,139.21,1/24/2025,309416
209417,16968,8/2/2025,Processing,Mumbai,Maharashtra,West,158.45,,309417
209418,12193,9/2/2025,Delivered,Lucknow,Uttar Pradesh,North,69.34,9/8/2025,309418
209419,14768,10/27/2025,Delivered,New Delhi,Delhi,North,248.95,11/1/2025,309419
209420,13684,12/31/2025,Delivered,Hyderabad,Telangana,South,226.97,1/6/2026,309420
209421,10861,3/13/2024,Delivered,Lucknow,Uttar Pradesh,North,273.47,3/14/2024,309421
209422,10295,12/13/2025,Delivered,Bhubaneswar,Odisha,East,242.43,12/17/2025,309422
209423,17536,4/5/2025,Processing,Gurugram,Haryana,North,218.26,,309423
209424,12896,9/8/2025,Delivered,Kolkata,West Bengal,East,68.94,9/15/2025,309424
209425,12491,8/10/2023,Delivered,Gurugram,Haryana,North,126.2,8/11/2023,309425
209426,10664,10/19/2025,Delivered,Kolkata,West Bengal,East,91.71,10/20/2025,309426
209427,10023,9/2/2025,Delivered,Bhopal,Madhya Pradesh,Central,101.53,9/8/2025,309427
209428,15865,11/14/2024,Cancelled,Jaipur,Rajasthan,North,131.24,,309428
209429,17167,12/31/2025,Delivered,Lucknow,Uttar Pradesh,North,136.99,1/5/2026,309429
209430,12057,12/28/2025,Delivered,Bhopal,Madhya Pradesh,Central,113.09,1/1/2026,309430
209431,13579,5/14/2025,Delivered,Lucknow,Uttar Pradesh,North,159.36,5/17/2025,309431
209432,14991,9/1/2025,Delivered,Kolkata,West Bengal,East,251.23,9/4/2025,309432
209433,11306,12/23/2025,Delivered,Ludhiana,Punjab,North,75.04,12/27/2025,309433
209434,12965,12/19/2025,Delivered,Bengaluru,Karnataka,South,99.12,12/21/2025,309434
209435,13913,8/12/2023,Delivered,Kochi,Kerala,South,239.56,8/15/2023,309435
209436,15219,12/16/2025,Shipped,Bengaluru,Karnataka,South,82.24,12/20/2025,309436
209437,17872,1/26/2025,Delivered,Kolkata,West Bengal,East,119.97,2/3/2025,309437
209438,13980,11/23/2024,Delivered,Jaipur,Rajasthan,North,144.86,11/27/2024,309438
209439,12076,12/2/2025,Shipped,New Delhi,Delhi,North,273.3,12/7/2025,309439
209440,15289,1/5/2025,Delivered,Bengaluru,Karnataka,South,134.38,1/9/2025,309440
209441,10891,8/24/2025,Delivered,Bengaluru,Karnataka,South,263.56,8/26/2025,309441
209442,10045,3/24/2024,Cancelled,Bhubaneswar,Odisha,East,189.97,,309442
209443,13009,12/28/2025,Delivered,Kolkata,West Bengal,East,76.77,1/2/2026,309443
209444,10524,3/17/2025,Delivered,Ahmedabad,Gujarat,West,183.07,3/22/2025,309444
209445,13826,9/14/2025,Processing,New Delhi,Delhi,North,234.09,,309445
209446,12603,8/8/2025,Delivered,Hyderabad,Telangana,South,187.39,8/14/2025,309446
209447,17227,11/16/2025,Delivered,Kolkata,West Bengal,East,114.96,11/19/2025,309447
209448,11382,11/10/2024,Delivered,Kolkata,West Bengal,East,237.13,11/12/2024,309448
209449,15635,5/20/2025,Delivered,Kolkata,West Bengal,East,243.59,5/28/2025,309449
209450,15093,12/26/2024,Delivered,Chennai,Tamil Nadu,South,155.58,12/31/2024,309450
209451,17967,9/4/2025,Delivered,New Delhi,Delhi,North,260.78,9/7/2025,309451
209452,14554,5/17/2025,Delivered,Jaipur,Rajasthan,North,295.83,5/27/2025,309452
209453,16528,6/23/2024,Delivered,Kolkata,West Bengal,East,196.49,6/24/2024,309453
209454,12815,8/8/2025,Delivered,Kolkata,West Bengal,East,102.86,8/13/2025,309454
209455,10549,12/20/2025,Processing,Lucknow,Uttar Pradesh,North,228.81,,309455
209456,13222,11/12/2025,Delivered,Patna,Bihar,East,308.63,11/15/2025,309456
209457,15462,6/6/2025,Delivered,Kolkata,West Bengal,East,121.12,6/9/2025,309457
209458,12054,6/14/2025,Delivered,Bhubaneswar,Odisha,East,127.77,6/17/2025,309458
209459,11068,12/2/2025,Delivered,Jaipur,Rajasthan,North,221.21,12/12/2025,309459
209460,10828,5/24/2025,Processing,Mumbai,Maharashtra,West,179.85,,309460
209461,14240,2/12/2024,Delivered,Jaipur,Rajasthan,North,209.89,2/18/2024,309461
209462,12676,12/15/2024,Delivered,New Delhi,Delhi,North,278.36,12/19/2024,309462
209463,16201,7/29/2025,Delivered,New Delhi,Delhi,North,236.78,8/3/2025,309463
209464,15164,7/29/2024,Delivered,Chennai,Tamil Nadu,South,272.41,8/3/2024,309464
209465,17504,11/28/2023,Delivered,Hyderabad,Telangana,South,87.91,12/4/2023,309465
209466,17861,7/6/2024,Delivered,Ahmedabad,Gujarat,West,100.71,7/12/2024,309466
209467,10005,12/9/2025,Delivered,Kolkata,West Bengal,East,49.19,12/13/2025,309467
209468,11890,6/17/2025,Delivered,Hyderabad,Telangana,South,224.34,6/22/2025,309468
209469,11927,12/23/2025,Cancelled,Chennai,Tamil Nadu,South,210.44,,309469
209470,17096,1/19/2024,Delivered,Bengaluru,Karnataka,South,134.99,1/23/2024,309470
209471,11030,9/22/2024,Delivered,Chennai,Tamil Nadu,South,142.97,9/26/2024,309471
209472,13323,6/13/2025,Delivered,Lucknow,Uttar Pradesh,North,140.19,6/16/2025,309472
209473,10401,11/23/2024,Delivered,Bengaluru,Karnataka,South,77.25,11/26/2024,309473
209474,13832,2/1/2025,Delivered,Ahmedabad,Gujarat,West,154.02,2/6/2025,309474
209475,10316,10/6/2023,Delivered,Bengaluru,Karnataka,South,233.69,10/13/2023,309475
209476,15872,6/28/2023,Delivered,Bengaluru,Karnataka,South,145.87,7/2/2023,309476
209477,14149,10/26/2024,Delivered,Hyderabad,Telangana,South,112.91,11/1/2024,309477
209478,17985,3/19/2025,Delivered,Lucknow,Uttar Pradesh,North,172.87,3/26/2025,309478
209479,17902,10/9/2025,Delivered,Ahmedabad,Gujarat,West,102.27,10/16/2025,309479
209480,16371,8/30/2025,Delivered,Kochi,Kerala,South,163.87,9/8/2025,309480
209481,12321,6/23/2023,Delivered,Kolkata,West Bengal,East,170.48,6/28/2023,309481
209482,10871,6/9/2025,Shipped,Lucknow,Uttar Pradesh,North,190.2,6/13/2025,309482
209483,11216,6/28/2025,Delivered,New Delhi,Delhi,North,66.33,7/1/2025,309483
209484,15596,12/31/2025,Delivered,Ahmedabad,Gujarat,West,133.73,1/5/2026,309484
209485,11042,12/7/2025,Delivered,Jaipur,Rajasthan,North,255.66,12/14/2025,309485
209486,12244,11/8/2025,Delivered,Bengaluru,Karnataka,South,236.86,11/9/2025,309486
209487,10735,4/16/2025,Delivered,Kolkata,West Bengal,East,115.1,4/22/2025,309487
209488,10392,6/8/2025,Delivered,Mumbai,Maharashtra,West,208.17,6/10/2025,309488
209489,13109,12/2/2024,Delivered,Mumbai,Maharashtra,West,237.72,12/8/2024,309489
209490,13302,10/8/2025,Delivered,Bengaluru,Karnataka,South,179.55,10/12/2025,309490
209491,11497,2/4/2025,Delivered,Bhubaneswar,Odisha,East,250.81,2/12/2025,309491
209492,17397,4/4/2025,Delivered,Chennai,Tamil Nadu,South,78.19,4/10/2025,309492
209493,14901,7/2/2025,Delivered,Hyderabad,Telangana,South,218.19,7/7/2025,309493
209494,12315,10/13/2024,Delivered,Chennai,Tamil Nadu,South,220.99,10/16/2024,309494
209495,16714,11/25/2025,Delivered,Ahmedabad,Gujarat,West,194.74,12/2/2025,309495
209496,14423,4/29/2025,Delivered,Ahmedabad,Gujarat,West,121.83,5/3/2025,309496
209497,13561,7/2/2025,Delivered,Lucknow,Uttar Pradesh,North,173.33,7/5/2025,309497
209498,16096,11/6/2025,Delivered,Chennai,Tamil Nadu,South,88.3,11/11/2025,309498
209499,12942,7/13/2025,Delivered,Mumbai,Maharashtra,West,170.66,7/16/2025,309499
209500,16497,1/27/2025,Delivered,Hyderabad,Telangana,South,240.24,1/29/2025,309500
209501,10035,3/19/2025,Cancelled,Hyderabad,Telangana,South,182.67,,309501
209502,11971,12/17/2025,Delivered,Bengaluru,Karnataka,South,108.74,12/22/2025,309502
209503,14245,7/17/2025,Delivered,Lucknow,Uttar Pradesh,North,144.88,7/20/2025,309503
209504,16731,3/24/2025,Delivered,Patna,Bihar,East,209.22,3/30/2025,309504
209505,16025,4/15/2025,Delivered,Bhubaneswar,Odisha,East,271.45,4/17/2025,309505
209506,17486,12/16/2025,Delivered,Patna,Bihar,East,200.54,12/25/2025,309506
209507,12102,5/19/2025,Delivered,Mumbai,Maharashtra,West,241.69,5/24/2025,309507
209508,17424,9/8/2024,Delivered,Hyderabad,Telangana,South,59.02,9/11/2024,309508
209509,10891,5/6/2025,Processing,Bengaluru,Karnataka,South,187.56,,309509
209510,11570,10/2/2025,Delivered,Hyderabad,Telangana,South,153.01,10/4/2025,309510
209511,13721,11/21/2024,Delivered,Ahmedabad,Gujarat,West,80.34,11/24/2024,309511
209512,11664,11/19/2025,Delivered,Mumbai,Maharashtra,West,57.96,11/22/2025,309512
209513,10260,12/20/2024,Delivered,Ahmedabad,Gujarat,West,242.26,12/23/2024,309513
